acclr(x),acclr(y),acclr(z),gyro(x),gyro(y),gyro(z)
0.6,-0.13,8.31,-0.07,-0.04,-0.05
0.52,-0.15,9.01,-0.08,-0.06,-0.04
0.36,-0.1,9.58,-0.08,-0.07,-0.04
0.39,0.08,10.13,-0.07,-0.06,-0.04
0.23,-0.09,10.57,-0.05,-0.06,-0.04
0.24,-0.15,11.08,-0.04,-0.02,-0.04
0.23,-0.1,11.08,-0.03,0.01,-0.04
0.32,-0.05,10.63,-0.03,0.04,-0.04
0.45,-0.04,10.01,-0.02,0.06,-0.04
0.53,-0.04,9.22,-0.03,0.07,-0.04
0.67,-0.03,8.2,-0.04,0.05,-0.04
0.71,-0.01,7.65,-0.05,0.02,-0.04
0.69,-0.08,7.73,-0.06,-0.01,-0.04
0.6,-0.11,8.4,-0.07,-0.04,-0.04
0.54,-0.2,8.93,-0.08,-0.06,-0.04
0.37,-0.14,9.59,-0.08,-0.07,-0.04
0.31,-0.08,10.06,-0.07,-0.06,-0.04
0.34,-0.06,10.44,-0.05,-0.06,-0.04
0.23,-0.11,11.07,-0.04,-0.03,-0.04
0.25,-0.07,11.12,-0.03,0,-0.04
0.3,-0.07,10.67,-0.03,0.04,-0.04
0.44,-0.08,10.07,-0.02,0.06,-0.04
0.55,-0.06,9.12,-0.03,0.07,-0.04
0.67,-0.02,8.21,-0.04,0.05,-0.04
0.74,0,7.59,-0.05,0.02,-0.04
0.71,-0.07,7.73,-0.05,-0.01,-0.04
0.6,-0.18,8.42,-0.07,-0.04,-0.04
0.54,-0.16,8.99,-0.08,-0.06,-0.05
0.44,-0.11,9.5,-0.08,-0.07,-0.04
0.35,-0.07,9.93,-0.07,-0.07,-0.04
0.26,-0.1,10.65,-0.05,-0.05,-0.04
0.22,-0.13,11.1,-0.04,-0.03,-0.04
0.18,-0.07,11.12,-0.03,0.01,-0.04
0.31,-0.08,10.71,-0.03,0.04,-0.04
0.44,-0.06,9.96,-0.03,0.06,-0.04
0.57,-0.06,9.18,-0.03,0.07,-0.04
0.66,-0.02,8.11,-0.04,0.05,-0.04
0.75,-0.03,7.62,-0.05,0.02,-0.04
0.75,-0.1,7.78,-0.05,-0.01,-0.04
0.59,-0.15,8.32,-0.07,-0.04,-0.04
0.53,-0.16,9.04,-0.08,-0.06,-0.04
0.43,-0.11,9.5,-0.08,-0.06,-0.04
0.39,-0.08,9.97,-0.07,-0.07,-0.04
0.28,-0.08,10.55,-0.05,-0.06,-0.04
0.21,-0.1,11.08,-0.04,-0.03,-0.04
0.25,-0.1,11.13,-0.03,0.01,-0.04
0.32,-0.06,10.7,-0.03,0.04,-0.04
0.4,-0.06,9.99,-0.02,0.07,-0.04
0.58,-0.06,9.05,-0.03,0.07,-0.04
0.69,-0.05,8.16,-0.04,0.05,-0.04
0.7,-0.01,7.63,-0.05,0.02,-0.04
0.73,-0.09,7.8,-0.05,-0.01,-0.04
0.61,-0.16,8.42,-0.07,-0.04,-0.04
0.54,-0.17,9.01,-0.08,-0.06,-0.04
0.39,-0.09,9.58,-0.08,-0.06,-0.04
0.34,-0.06,9.97,-0.07,-0.06,-0.04
0.27,-0.1,10.68,-0.05,-0.05,-0.04
0.2,-0.09,11.07,-0.04,-0.03,-0.04
0.23,-0.09,11.11,-0.03,0.01,-0.04
0.3,-0.06,10.74,-0.03,0.04,-0.04
0.42,-0.07,10.09,-0.03,0.06,-0.04
0.55,-0.05,9.15,-0.03,0.07,-0.04
0.68,0,8.25,-0.04,0.05,-0.04
0.74,-0.02,7.64,-0.05,0.02,-0.04
0.73,-0.07,7.74,-0.05,-0.01,-0.04
0.57,-0.16,8.41,-0.07,-0.04,-0.05
0.54,-0.16,8.98,-0.08,-0.06,-0.05
0.43,-0.12,9.46,-0.08,-0.07,-0.04
0.4,-0.1,9.91,-0.07,-0.06,-0.04
0.24,-0.1,10.55,-0.05,-0.06,-0.04
0.21,-0.12,11.11,-0.04,-0.03,-0.04
0.25,-0.05,11.17,-0.03,0.01,-0.04
0.3,-0.07,10.76,-0.03,0.04,-0.04
0.43,-0.06,9.96,-0.02,0.07,-0.04
0.55,-0.06,9.22,-0.03,0.07,-0.04
0.67,0.01,8.11,-0.04,0.05,-0.04
0.78,-0.02,7.62,-0.05,0.02,-0.04
0.69,-0.11,7.79,-0.05,-0.01,-0.05
0.6,-0.16,8.34,-0.07,-0.04,-0.04
0.54,-0.17,8.97,-0.08,-0.06,-0.04
0.43,-0.09,9.47,-0.08,-0.06,-0.04
0.34,-0.05,9.92,-0.07,-0.07,-0.04
0.26,-0.07,10.54,-0.05,-0.06,-0.04
0.24,-0.12,11.09,-0.04,-0.03,-0.04
0.2,-0.11,11.2,-0.03,0.01,-0.04
0.28,-0.07,10.68,-0.03,0.04,-0.04
0.4,-0.06,10.06,-0.03,0.06,-0.04
0.58,-0.06,9.09,-0.03,0.07,-0.04
0.67,0,8.12,-0.04,0.05,-0.04
0.76,-0.02,7.6,-0.05,0.02,-0.04
0.73,-0.07,7.75,-0.05,-0.01,-0.04
0.59,-0.17,8.42,-0.07,-0.04,-0.05
0.53,-0.16,8.97,-0.08,-0.05,-0.04
0.4,-0.08,9.49,-0.08,-0.06,-0.04
0.39,-0.07,9.89,-0.07,-0.07,-0.04
0.23,-0.04,10.58,-0.05,-0.06,-0.04
0.23,-0.1,11.11,-0.04,-0.03,-0.04
0.21,-0.07,11.2,-0.03,0.01,-0.04
0.28,-0.05,10.84,-0.03,0.04,-0.04
0.46,-0.1,9.98,-0.03,0.06,-0.04
0.57,-0.06,9.2,-0.03,0.07,-0.04
0.68,0.03,8.08,-0.04,0.05,-0.04
0.74,0,7.57,-0.04,0.02,-0.04
0.75,-0.11,7.79,-0.05,-0.01,-0.04
0.61,-0.14,8.37,-0.07,-0.04,-0.04
0.54,-0.14,8.92,-0.08,-0.06,-0.04
0.41,-0.09,9.42,-0.09,-0.06,-0.04
0.4,-0.08,9.92,-0.07,-0.06,-0.04
0.31,-0.09,10.46,-0.05,-0.06,-0.04
0.2,-0.11,11.09,-0.04,-0.03,-0.04
0.23,-0.1,11.22,-0.03,0,-0.04
0.27,-0.09,10.86,-0.03,0.04,-0.04
0.43,-0.07,10.13,-0.03,0.06,-0.04
0.53,-0.05,9.36,-0.03,0.07,-0.04
0.66,-0.03,8.31,-0.04,0.05,-0.04
0.72,-0.06,7.64,-0.05,0.03,-0.05
0.69,-0.06,7.75,-0.06,-0.01,-0.05
0.65,-0.19,8.25,-0.06,-0.03,-0.05
0.71,-0.15,9.01,-0.07,-0.05,-0.05
0.37,-0.14,9.39,-0.09,-0.07,-0.05
0.59,0.03,9.66,-0.07,-0.06,-0.04
0.07,-0.11,10.48,-0.06,-0.08,-0.04
0.15,-0.09,11.51,-0.04,-0.04,-0.04
0.18,-0.07,11.6,-0.03,0.01,-0.04
0.28,-0.04,10.99,-0.02,0.06,-0.04
0.36,-0.04,10.11,-0.02,0.08,-0.04
0.61,-0.02,8.82,-0.02,0.08,-0.04
0.74,0.01,8.01,-0.03,0.06,-0.04
0.76,-0.04,7.58,-0.04,0.02,-0.04
0.72,-0.14,7.98,-0.05,-0.01,-0.05
0.63,-0.23,8.49,-0.08,-0.04,-0.04
0.59,-0.21,8.64,-0.1,-0.06,-0.05
0.48,0,8.96,-0.09,-0.08,-0.04
0.31,-0.05,9.72,-0.07,-0.09,-0.04
0.21,-0.1,10.83,-0.05,-0.07,-0.04
0.13,-0.11,11.4,-0.04,-0.03,-0.04
0.18,-0.08,11.52,-0.03,0.02,-0.04
0.26,-0.09,11,-0.02,0.06,-0.04
0.5,-0.04,9.96,-0.02,0.08,-0.04
0.57,-0.06,8.9,-0.02,0.08,-0.04
0.72,0.02,7.81,-0.03,0.05,-0.04
0.81,-0.08,7.57,-0.04,0.02,-0.04
0.7,-0.17,8.07,-0.06,-0.02,-0.04
0.62,-0.23,8.47,-0.08,-0.04,-0.05
0.58,-0.15,8.7,-0.1,-0.06,-0.04
0.48,-0.05,8.99,-0.09,-0.08,-0.04
0.22,-0.22,9.95,-0.07,-0.09,-0.04
0.15,-0.03,10.79,-0.05,-0.07,-0.04
0.1,-0.16,11.48,-0.04,-0.03,-0.04
0.23,-0.12,11.47,-0.03,0.02,-0.04
0.38,0,10.97,-0.02,0.05,-0.04
0.39,-0.01,9.94,-0.02,0.08,-0.04
0.56,-0.03,8.96,-0.02,0.08,-0.04
0.73,-0.01,7.91,-0.03,0.06,-0.04
0.79,-0.06,7.58,-0.04,0.02,-0.04
0.69,-0.2,8.01,-0.06,-0.01,-0.05
0.63,-0.25,8.53,-0.08,-0.04,-0.04
0.61,-0.16,8.73,-0.1,-0.06,-0.04
0.48,-0.02,8.89,-0.09,-0.08,-0.04
0.34,-0.04,9.73,-0.07,-0.09,-0.04
0.21,-0.11,10.76,-0.05,-0.07,-0.04
0.14,-0.11,11.46,-0.04,-0.03,-0.04
0.1,-0.17,11.6,-0.03,0.02,-0.04
0.23,-0.12,10.9,-0.02,0.07,-0.04
0.42,-0.07,10.05,-0.02,0.08,-0.04
0.75,0.1,8.85,-0.02,0.08,-0.04
0.79,0.06,7.89,-0.03,0.06,-0.04
0.68,-0.03,7.8,-0.04,0.02,-0.05
0.64,-0.21,8.12,-0.05,-0.01,-0.05
0.59,-0.23,8.47,-0.08,-0.04,-0.04
0.55,-0.31,8.74,-0.09,-0.06,-0.04
0.49,-0.07,8.94,-0.09,-0.08,-0.04
0.45,0.02,9.58,-0.07,-0.08,-0.04
0.06,-0.11,10.83,-0.05,-0.07,-0.04
0.05,-0.19,11.33,-0.04,-0.03,-0.05
0.25,-0.08,11.38,-0.03,0.02,-0.04
0.27,-0.06,10.96,-0.03,0.06,-0.04
0.38,-0.09,9.96,-0.02,0.08,-0.04
0.58,-0.05,8.91,-0.02,0.08,-0.04
0.74,-0.02,7.79,-0.03,0.05,-0.04
0.83,-0.03,7.65,-0.04,0.02,-0.05
0.68,-0.22,8.08,-0.06,-0.02,-0.05
0.59,-0.22,8.49,-0.08,-0.04,-0.04
0.53,-0.21,8.73,-0.1,-0.06,-0.04
0.47,-0.03,9.01,-0.09,-0.08,-0.04
0.39,0.04,9.73,-0.07,-0.08,-0.04
0.19,-0.11,10.8,-0.05,-0.07,-0.04
0.11,-0.11,11.48,-0.04,-0.02,-0.04
0.22,-0.06,11.46,-0.03,0.02,-0.04
0.32,-0.06,10.81,-0.02,0.06,-0.04
0.42,-0.05,9.96,-0.02,0.08,-0.04
0.61,-0.02,8.7,-0.03,0.08,-0.04
0.76,0.04,7.87,-0.03,0.05,-0.05
0.77,-0.04,7.64,-0.04,0.02,-0.04
0.65,-0.18,8.13,-0.06,-0.01,-0.05
0.6,-0.22,8.57,-0.08,-0.04,-0.05
0.53,-0.16,8.76,-0.1,-0.06,-0.05
0.45,-0.06,9.06,-0.09,-0.08,-0.04
0.32,-0.04,9.73,-0.07,-0.09,-0.04
0.23,-0.09,10.93,-0.05,-0.07,-0.04
0.11,-0.11,11.39,-0.04,-0.03,-0.04
0.19,-0.06,11.44,-0.03,0.02,-0.04
0.25,-0.07,10.88,-0.02,0.06,-0.04
0.43,-0.03,10.05,-0.02,0.08,-0.04
0.59,-0.02,8.79,-0.02,0.08,-0.04
0.74,0.04,7.95,-0.03,0.06,-0.04
0.77,-0.02,7.53,-0.04,0.02,-0.04
0.7,-0.14,7.98,-0.05,-0.01,-0.04
0.52,-0.25,8.56,-0.08,-0.04,-0.05
0.58,-0.21,8.73,-0.1,-0.06,-0.04
0.45,-0.01,9.01,-0.09,-0.08,-0.04
0.38,-0.02,9.68,-0.07,-0.08,-0.04
0.24,-0.11,10.91,-0.05,-0.07,-0.04
0.12,-0.11,11.3,-0.04,-0.03,-0.04
0.22,-0.15,11.45,-0.03,0.02,-0.04
0.25,-0.1,10.89,-0.02,0.06,-0.04
0.42,-0.03,9.79,-0.02,0.08,-0.04
0.58,-0.02,8.79,-0.02,0.08,-0.04
0.78,0,7.8,-0.03,0.05,-0.04
0.75,-0.05,7.67,-0.04,0.02,-0.04
0.7,-0.18,8.12,-0.06,-0.02,-0.05
0.59,-0.23,8.54,-0.08,-0.04,-0.05
0.58,-0.15,8.77,-0.1,-0.06,-0.04
0.45,-0.03,9.07,-0.09,-0.08,-0.04
0.3,-0.03,9.93,-0.06,-0.08,-0.04
0.17,-0.12,10.87,-0.05,-0.07,-0.04
0.12,-0.1,11.47,-0.04,-0.02,-0.04
0.19,-0.07,11.45,-0.03,0.02,-0.04
0.28,-0.04,10.71,-0.02,0.07,-0.04
0.41,-0.06,9.87,-0.02,0.08,-0.04
0.63,0,8.62,-0.02,0.07,-0.04
0.78,0,7.82,-0.03,0.05,-0.04
0.79,-0.06,7.59,-0.04,0.01,-0.04
0.68,-0.15,8.1,-0.06,-0.02,-0.04
0.59,-0.21,8.63,-0.08,-0.04,-0.05
0.58,-0.16,8.8,-0.1,-0.06,-0.04
0.47,-0.03,9.13,-0.09,-0.08,-0.04
0.3,-0.04,9.89,-0.07,-0.09,-0.04
0.19,-0.11,11.02,-0.05,-0.06,-0.04
0.39,0.09,11.51,-0.04,-0.02,-0.05
0.25,-0.02,11.32,-0.03,0.03,-0.04
0.34,-0.06,10.73,-0.02,0.07,-0.04
0.49,-0.02,9.56,-0.02,0.08,-0.04
0.63,0,8.56,-0.02,0.08,-0.04
0.75,-0.01,7.72,-0.03,0.04,-0.04
0.77,-0.11,7.71,-0.04,0.01,-0.04
0.68,-0.23,8.24,-0.06,-0.02,-0.05
0.59,-0.2,8.6,-0.09,-0.05,-0.04
0.55,-0.12,8.76,-0.1,-0.07,-0.04
0.46,-0.04,9.09,-0.09,-0.09,-0.04
0.23,-0.07,10.22,-0.06,-0.09,-0.04
0.18,-0.11,11.07,-0.05,-0.06,-0.04
0.15,-0.11,11.56,-0.04,-0.01,-0.04
0.2,-0.08,11.37,-0.03,0.03,-0.04
0.32,-0.03,10.75,-0.02,0.07,-0.04
0.49,-0.05,9.56,-0.02,0.09,-0.04
0.61,0.01,8.58,-0.02,0.08,-0.04
0.76,0,7.68,-0.03,0.04,-0.04
0.74,-0.08,7.63,-0.04,0.01,-0.05
0.69,-0.2,8.18,-0.06,-0.02,-0.05
0.56,-0.23,8.58,-0.09,-0.04,-0.04
0.55,-0.11,8.8,-0.1,-0.07,-0.04
0.47,-0.06,9.08,-0.09,-0.09,-0.04
0.24,-0.06,10.16,-0.06,-0.09,-0.04
0.18,-0.11,11.06,-0.05,-0.06,-0.04
0.17,-0.1,11.58,-0.04,-0.01,-0.04
0.19,-0.07,11.45,-0.03,0.03,-0.04
0.34,-0.03,10.57,-0.02,0.07,-0.04
0.5,-0.07,9.66,-0.02,0.08,-0.04
0.67,-0.02,8.41,-0.03,0.07,-0.04
0.77,-0.01,7.69,-0.03,0.04,-0.04
0.75,-0.1,7.78,-0.04,0,-0.04
0.64,-0.23,8.25,-0.06,-0.02,-0.04
0.57,-0.23,8.6,-0.09,-0.05,-0.05
0.55,-0.13,8.74,-0.1,-0.07,-0.04
0.4,-0.02,9.19,-0.08,-0.09,-0.04
0.28,-0.07,10.18,-0.06,-0.09,-0.04
0.11,-0.13,11.25,-0.05,-0.05,-0.04
0.14,-0.12,11.59,-0.04,-0.01,-0.04
0.2,-0.08,11.25,-0.03,0.04,-0.04
0.36,-0.05,10.52,-0.02,0.07,-0.04
0.55,-0.06,9.35,-0.02,0.08,-0.04
0.64,0.01,8.37,-0.03,0.07,-0.04
0.79,-0.01,7.63,-0.03,0.04,-0.04
0.75,-0.07,7.79,-0.04,0,-0.05
0.66,-0.22,8.42,-0.07,-0.03,-0.05
0.62,-0.18,8.65,-0.09,-0.05,-0.04
0.54,-0.1,8.79,-0.1,-0.08,-0.04
0.43,-0.08,9.23,-0.08,-0.09,-0.04
0.21,-0.09,10.47,-0.06,-0.08,-0.04
0.15,-0.11,11.29,-0.05,-0.05,-0.04
0.17,-0.12,11.61,-0.04,-0.01,-0.04
0.23,-0.05,11.25,-0.03,0.04,-0.04
0.33,-0.05,10.52,-0.02,0.07,-0.04
0.53,-0.08,9.42,-0.02,0.08,-0.04
0.66,0,8.36,-0.03,0.07,-0.04
0.75,0.01,7.62,-0.03,0.04,-0.04
0.75,-0.1,7.75,-0.04,0,-0.05
0.68,-0.21,8.37,-0.07,-0.03,-0.04
0.59,-0.22,8.7,-0.09,-0.05,-0.05
0.55,-0.1,8.85,-0.1,-0.07,-0.04
0.43,-0.06,9.17,-0.08,-0.09,-0.04
0.25,-0.09,10.38,-0.06,-0.08,-0.04
0.16,-0.11,11.23,-0.05,-0.05,-0.04
0.15,-0.11,11.53,-0.03,0,-0.04
0.23,-0.07,11.24,-0.03,0.04,-0.04
0.36,-0.04,10.34,-0.02,0.08,-0.04
0.54,-0.04,9.37,-0.02,0.08,-0.04
0.68,-0.02,8.22,-0.03,0.07,-0.04
0.76,-0.03,7.65,-0.03,0.04,-0.05
0.74,-0.11,7.84,-0.05,0,-0.04
0.66,-0.23,8.36,-0.07,-0.03,-0.05
0.59,-0.19,8.72,-0.09,-0.05,-0.05
0.52,-0.07,8.86,-0.1,-0.07,-0.04
0.38,-0.02,9.39,-0.08,-0.09,-0.04
0.23,-0.1,10.42,-0.06,-0.08,-0.04
0.13,-0.1,11.36,-0.04,-0.04,-0.04
0.12,-0.11,11.58,-0.04,0,-0.04
0.28,-0.06,11.1,-0.03,0.05,-0.04
0.4,-0.05,10.31,-0.02,0.08,-0.04
0.55,-0.04,9.32,-0.02,0.08,-0.04
0.68,-0.04,8.2,-0.03,0.07,-0.04
0.82,-0.03,7.61,-0.03,0.04,-0.04
0.7,-0.16,7.94,-0.05,0,-0.04
0.65,-0.2,8.39,-0.07,-0.02,-0.04
0.57,-0.17,8.64,-0.1,-0.06,-0.04
0.52,-0.06,8.69,-0.1,-0.08,-0.04
0.38,-0.01,9.45,-0.07,-0.09,-0.04
0.2,-0.08,10.5,-0.06,-0.08,-0.04
0.14,-0.1,11.47,-0.04,-0.04,-0.04
0.14,-0.1,11.69,-0.03,0.01,-0.04
0.25,-0.06,11.11,-0.03,0.06,-0.04
0.42,-0.03,10.15,-0.02,0.08,-0.04
0.59,-0.03,8.93,-0.02,0.08,-0.04
0.69,0,8.1,-0.03,0.06,-0.04
0.77,-0.05,7.65,-0.03,0.03,-0.04
0.7,-0.17,8.03,-0.05,-0.01,-0.05
0.65,-0.26,8.5,-0.08,-0.03,-0.04
0.55,-0.18,8.58,-0.1,-0.06,-0.04
0.51,-0.06,8.8,-0.09,-0.08,-0.04
0.35,-0.01,9.49,-0.07,-0.09,-0.04
0.16,-0.09,10.77,-0.05,-0.07,-0.04
0.15,-0.11,11.46,-0.04,-0.04,-0.04
0.16,-0.08,11.6,-0.03,0.02,-0.04
0.27,-0.06,11.03,-0.03,0.06,-0.04
0.42,-0.02,9.96,-0.02,0.08,-0.04
0.59,-0.02,8.93,-0.02,0.08,-0.04
0.72,-0.01,7.94,-0.03,0.05,-0.04
0.77,-0.04,7.64,-0.03,0.02,-0.04
0.66,-0.18,8.14,-0.05,-0.01,-0.04
0.62,-0.23,8.51,-0.08,-0.04,-0.04
0.58,-0.18,8.61,-0.1,-0.06,-0.04
0.49,-0.04,8.8,-0.09,-0.08,-0.04
0.33,-0.06,9.73,-0.07,-0.09,-0.04
0.18,-0.11,10.76,-0.05,-0.08,-0.04
0.15,-0.11,11.56,-0.04,-0.03,-0.04
0.15,-0.07,11.57,-0.03,0.02,-0.04
0.25,-0.05,11.01,-0.03,0.06,-0.04
0.44,-0.06,9.91,-0.02,0.09,-0.04
0.59,-0.01,8.85,-0.02,0.08,-0.04
0.74,-0.04,7.9,-0.03,0.05,-0.04
0.79,0.03,7.72,-0.03,0.02,-0.05
0.7,-0.21,8.13,-0.06,-0.01,-0.04
0.62,-0.23,8.52,-0.08,-0.03,-0.05
0.6,-0.18,8.6,-0.1,-0.06,-0.04
0.5,0,8.74,-0.09,-0.08,-0.04
0.28,-0.05,9.84,-0.07,-0.09,-0.04
0.16,-0.1,11,-0.05,-0.07,-0.04
0.12,-0.11,11.64,-0.04,-0.02,-0.04
0.14,-0.11,11.56,-0.03,0.02,-0.04
0.28,-0.03,10.83,-0.02,0.07,-0.04
0.45,-0.03,9.9,-0.02,0.08,-0.04
0.6,0,8.66,-0.02,0.08,-0.04
0.73,-0.02,7.92,-0.03,0.05,-0.04
0.75,-0.09,7.78,-0.04,0.01,-0.05
0.65,-0.18,8.2,-0.06,-0.01,-0.04
0.59,-0.23,8.55,-0.09,-0.04,-0.04
0.57,-0.14,8.56,-0.1,-0.06,-0.04
0.47,-0.03,8.9,-0.09,-0.09,-0.04
0.29,-0.04,9.8,-0.07,-0.09,-0.04
0.14,-0.14,11.02,-0.05,-0.07,-0.04
0.11,-0.09,11.55,-0.04,-0.03,-0.04
0.2,-0.07,11.51,-0.03,0.03,-0.04
0.3,-0.07,10.83,-0.03,0.07,-0.04
0.46,-0.05,9.69,-0.02,0.09,-0.04
0.58,0.01,8.71,-0.02,0.08,-0.04
0.75,0,7.85,-0.03,0.05,-0.04
0.78,-0.08,7.71,-0.04,0.02,-0.04
0.66,-0.21,8.28,-0.06,-0.02,-0.04
0.59,-0.23,8.57,-0.08,-0.04,-0.05
0.57,-0.13,8.6,-0.1,-0.07,-0.04
0.48,-0.05,8.91,-0.09,-0.09,-0.04
0.28,-0.05,10,-0.06,-0.09,-0.04
0.16,-0.09,10.97,-0.05,-0.07,-0.04
0.12,-0.08,11.62,-0.04,-0.02,-0.04
0.17,-0.07,11.49,-0.03,0.03,-0.04
0.32,-0.05,10.66,-0.02,0.07,-0.04
0.47,-0.03,9.66,-0.02,0.09,-0.04
0.61,-0.01,8.44,-0.02,0.07,-0.04
0.72,0.01,7.78,-0.03,0.05,-0.04
0.74,-0.12,7.81,-0.04,0.01,-0.04
0.66,-0.21,8.27,-0.06,-0.02,-0.04
0.58,-0.22,8.58,-0.09,-0.04,-0.05
0.57,-0.11,8.6,-0.1,-0.07,-0.04
0.45,-0.04,9.02,-0.08,-0.09,-0.04
0.27,-0.06,10.09,-0.06,-0.09,-0.04
0.13,-0.13,11.23,-0.05,-0.06,-0.04
0.13,-0.1,11.67,-0.04,-0.01,-0.04
0.23,-0.08,11.4,-0.03,0.04,-0.04
0.36,-0.03,10.71,-0.03,0.07,-0.04
0.51,-0.06,9.66,-0.02,0.08,-0.04
0.66,-0.04,8.44,-0.02,0.07,-0.04
0.73,-0.03,7.81,-0.03,0.05,-0.04
0.74,-0.12,7.86,-0.04,0.01,-0.04
0.63,-0.2,8.3,-0.07,-0.02,-0.04
0.61,-0.22,8.64,-0.09,-0.04,-0.05
0.58,-0.12,8.67,-0.1,-0.07,-0.05
0.44,-0.02,9.08,-0.08,-0.09,-0.04
0.32,-0.08,10.06,-0.06,-0.09,-0.04
0.13,-0.11,11.17,-0.05,-0.06,-0.04
0.14,-0.1,11.6,-0.04,-0.02,-0.04
0.18,-0.03,11.37,-0.03,0.04,-0.04
0.32,-0.03,10.66,-0.02,0.07,-0.04
0.52,-0.04,9.49,-0.02,0.09,-0.04
0.65,-0.02,8.52,-0.02,0.07,-0.04
0.73,-0.02,7.69,-0.03,0.04,-0.04
0.72,-0.02,7.8,-0.04,0.01,-0.04
0.65,-0.22,8.29,-0.06,-0.02,-0.05
0.61,-0.24,8.59,-0.09,-0.05,-0.05
0.55,-0.12,8.66,-0.1,-0.07,-0.04
0.44,-0.05,9.05,-0.08,-0.09,-0.04
0.23,-0.09,10.25,-0.06,-0.09,-0.04
0.15,-0.13,11.21,-0.05,-0.06,-0.04
0.16,-0.12,11.64,-0.04,-0.01,-0.04
0.36,0.21,11.19,-0.03,0.03,-0.04
0.23,-0.18,10.52,-0.02,0.06,-0.04
0.57,-0.05,9.67,-0.03,0.07,-0.04
0.56,-0.11,8.61,-0.03,0.06,-0.04
0.74,-0.01,7.77,-0.04,0.04,-0.04
0.74,-0.1,7.57,-0.04,0.01,-0.04
0.69,-0.17,7.93,-0.06,-0.02,-0.04
0.57,-0.19,8.58,-0.08,-0.05,-0.05
0.52,-0.18,9.01,-0.09,-0.07,-0.04
0.38,-0.04,9.63,-0.08,-0.07,-0.04
0.31,-0.11,10.33,-0.06,-0.07,-0.04
0.17,-0.06,11.13,-0.05,-0.04,-0.04
0.2,-0.06,11.34,-0.04,-0.01,-0.04
0.22,-0.08,11.14,-0.03,0.02,-0.04
0.37,-0.06,10.47,-0.03,0.06,-0.04
0.46,-0.05,9.71,-0.03,0.07,-0.04
0.61,-0.02,8.63,-0.03,0.06,-0.04
0.74,0.02,7.83,-0.04,0.04,-0.04
0.74,-0.08,7.56,-0.05,0.01,-0.05
0.7,-0.17,7.95,-0.06,-0.03,-0.04
0.56,-0.17,8.58,-0.09,-0.05,-0.04
0.55,-0.1,8.95,-0.09,-0.07,-0.04
0.41,-0.07,9.58,-0.08,-0.07,-0.04
0.33,-0.1,10.28,-0.06,-0.07,-0.04
0.18,-0.12,11.06,-0.05,-0.05,-0.04
0.2,-0.09,11.34,-0.04,-0.01,-0.04
0.23,-0.04,11.07,-0.03,0.03,-0.04
0.34,-0.02,10.5,-0.02,0.06,-0.04
0.45,-0.06,9.67,-0.02,0.08,-0.04
0.62,-0.03,8.62,-0.03,0.07,-0.04
0.75,0.01,7.68,-0.04,0.04,-0.04
0.74,-0.06,7.59,-0.04,0.01,-0.04
0.7,-0.15,8.12,-0.06,-0.02,-0.05
0.59,-0.19,8.63,-0.08,-0.05,-0.05
0.55,-0.09,8.86,-0.09,-0.07,-0.04
0.55,-0.04,9.08,-0.09,-0.08,-0.05
0.25,-0.09,10.14,-0.06,-0.08,-0.04
0.16,-0.11,11.09,-0.05,-0.06,-0.04
0.12,-0.1,11.47,-0.04,-0.01,-0.04
0.2,-0.03,11.1,-0.03,0.02,-0.04
0.29,-0.07,10.49,-0.03,0.05,-0.04
0.45,-0.05,9.77,-0.03,0.07,-0.04
0.57,-0.03,8.71,-0.04,0.06,-0.04
0.71,0.01,7.89,-0.04,0.04,-0.04
0.71,0.04,7.74,-0.04,0.01,-0.04
0.64,-0.25,8.2,-0.05,-0.02,-0.04
0.6,-0.25,8.79,-0.09,-0.04,-0.04
0.53,-0.13,9.21,-0.08,-0.05,-0.04
0.47,-0.06,9.47,-0.08,-0.06,-0.05
0.36,-0.01,9.71,-0.07,-0.07,-0.04
0.27,-0.11,10.76,-0.05,-0.06,-0.04
0.19,-0.1,11.01,-0.04,-0.03,-0.04
0.14,0,11.28,-0.03,0.02,-0.05
0.4,-0.07,10.4,-0.02,0.06,-0.04
0.46,-0.02,9.61,-0.03,0.07,-0.04
0.59,-0.04,8.6,-0.03,0.06,-0.04
0.71,-0.01,7.83,-0.04,0.04,-0.04
0.71,-0.05,7.58,-0.05,0,-0.04
0.7,-0.13,7.91,-0.06,-0.03,-0.04
0.56,-0.13,8.54,-0.08,-0.05,-0.04
0.49,-0.14,9.07,-0.09,-0.07,-0.04
0.41,-0.09,9.67,-0.08,-0.07,-0.04
0.27,-0.06,10.24,-0.06,-0.07,-0.04
0.19,-0.11,11.11,-0.05,-0.04,-0.04
0.18,-0.09,11.29,-0.04,-0.01,-0.04
0.27,-0.03,10.96,-0.03,0.03,-0.04
0.34,-0.02,10.41,-0.02,0.06,-0.04
0.49,-0.05,9.52,-0.03,0.07,-0.04
0.61,-0.08,8.69,-0.04,0.06,-0.04
0.73,-0.04,7.76,-0.04,0.04,-0.04
0.74,-0.06,7.57,-0.05,0.01,-0.04
0.68,-0.12,7.95,-0.06,-0.03,-0.04
0.58,-0.16,8.48,-0.08,-0.05,-0.04
0.46,-0.12,9.15,-0.08,-0.07,-0.04
0.39,-0.09,9.65,-0.08,-0.07,-0.04
0.28,-0.09,10.41,-0.06,-0.06,-0.04
